example_id,word_id,english,xhosa
1199,1111,I am digging a hole.,Ndipeta umngxuma.
1200,1112,I am collecting my food.,Ndiqokelela ukutya kwam.
1201,1113,Raise the anchor and we will go.,Nyusa i-ankile sihambe.
1202,1114,There are 12 months in a year.,Kukho iinyanga ezilishumi elinesibini kunyaka wonke.
1203,1115,Be quiet children!,Thulani bantwana!
1204,1116,I am weeding the fields.,Ndincothula amasimi.
1205,1117,"Wow, this chair is heavy!","Yhu, esi situlo sinzima kakhulu!"
1206,1118,Close the window.,Vala ifestile.
1207,1119,This cow is brown.,Le nkomo imdaka.
1208,1121,Add water then stir.,Faka amanzi uzamise.
1209,1132,All the windows are open.,Zonke iifestile zivuliwe.
1210,1133,"In society, teachers have a very important role.","Eluntwini, ootitshala banendima ebalulekileyo."
1211,1151,He wore a cream shirt and a black jacket.,Wanxiba ihempe ekrimi nebhatyi emnyama.
1212,1152,I can't wait to see the blue sky.,Ndingxamele ukubukela isibhakabhaka esizuba.
1213,1153,I want a maroon curtain in this room.,Ndifuna ikhethini emaruni kweli gumbi.
1214,1154,"On the shelf, there were many ochre clay pots.",Kwishelfu bekukho iimbiza ezininzi ezimpemvu.
1215,1155,He had a long silver beard.,Wayeneendevu ezinde ezisilivere.
1216,1156,The yellow bottle is mustard; the red bottle is ketchup.,Ibhotile emthubi yimustard; ibhotile ebomvu yiketchup.
1217,1157,The yolk of an egg is yellow.,Umthubi weqanda utyheli.
1218,1158,Hippos can run with great speed.,Iimvubu ziyakwazi ukubaleka ngamendu aphezulu.
1219,1159,They hated him because he told them the truth.,Bamcaphukela ngoba wabaxelela inyanyiso.
1220,1160,This sentence is false.,Esi sivakalisi bubuxoki.
1221,1161,Please lay the table so that we can eat dinner.,Khawudeke itafile ukuze sitye isidlo sangokuhlwa.
1222,1162,Many school uniforms are beige.,Iiyunifomi zesikolo ezininzi zilubhelu.
1223,1163,What are we eating for supper?,Sizotya ntoni ngesidlo sangokuhlwa?
1224,1165,Let's eat lunch at 1.,Masitye isidlo sasemini ngo-1.
1225,1166,There was a snake that lived in my grandmother's roof.,Kwakukho inyoka ehlala kuphahla lukamakhulu wam.
1226,1167,Do you want to look for snakes under stones in the park?,Ufuna ukukhangela iinyoka phantsi kwamatye epakini?
1227,1168,He was a healthy baby because he always ate three meals per day.,Wayelusana olunempilo ngoba wasoloko watya izidlo ezintathu ngemini.
1228,1169,My favourite meal is breakfast.,Isidlo endisithandayo sisidlo sakusasa.
1229,1170,Joe doesn't believe in eating breakfast.,UJoe akakholelwa kukutya isidlo sakusasa.
1230,1171,This rabbit is ugly.,Lo mvundla mbi.
1231,1172,This horse is beautiful.,Eli hashe lihle.
1232,1172,There are so many beautiful flowers.,Zininzi iintyatyambo ezintle.
1233,1173,Put out the fire!,Cima umlilo!
1234,1173,There's fire where you are going.,Kukho umlilo kwindawo oya kuyo.
1235,1175,Our cat likes to sleep by the fireplace.,Ikati yethu ithanda ukulala ngaseziko.
1236,1176,He used a wire to fix the gate.,Usebenzise ucingo elungisa iheke.
1237,1177,Please close the door.,Khawuvale ucango.
1238,1181,There was a small house in the centre of the field.,Bekukho indlu encinci kombindi wentsimi.
1239,1183,My art teacher grew up in  a small village.,Utitshala wam wobugcisa wakhulela kwilali encinci.
1240,1184,Let me check your blood pressure.,Mandijonge ipresha yegazi yakho.
1241,1185,Do you have high blood pressure?,Ingaba unehayihayi?
1242,1188,I wrote a card for my friend.,Ndibhalele umhlobo wam ikhadi.
1243,1189,The patients' cards are in the office.,Amakhadi ezigulana aseofisini.
1244,1190,She is an expert in public health.,Uyingcali yempilo ka-wonkewonke.
1245,1197,I broke my wrist.,Ndaphule isihlahla sam.
1246,1203,It is a disease that kills many people each year.,Sisifo esibulala abantu abaninzi minyaka le.
1247,1208,I have nausea because I ate some bad food.,Ndinesichaphuchaphu kuba nditye ukutya okubi.
1248,1209,They found a corpse in the house.,Bafumene isidumbu endlwini.
1249,1211,The liver processes alcohol.,Isibindi sisetyisa utywala.
1250,1211,"You have guts, boy!",Unesibindi kwedin'!
1251,1212,I like to eat chicken livers.,Ndithanda ukutya izibindi zenkuku.
1252,1213,Here is your medical report.,Nantsi ingxelo yompilo yakho.
1253,1214,The teacher wrote many reports.,Utitshalakazi ubhale iingxelo ezininzi.
1254,1215,I am unable to go to school because I have a cold.,Andinakho ukuya esikolweni kuba ndinengqele.
1255,1217,Sore joints are a symptom of rheumatism.,Amathambo abuhlungu ziimpawu zerumathizima.
1256,1218,There are many types of disease.,Kukho iintlobontlobo zezifo.
1257,1229,This gate is made of wood.,Le heke iyenziwa ngeplanga.
1258,1231,I can't go to church today because I am sick.,Andikwazi ukuya ecaweni namhlanje ngoba ndiyagula.
1259,1233,"Before dawn, Sikhumbuzo ascended the mountain.","Phambi kokusa, uSikhumbuzo unyuke entabeni."
1260,1234,Here is the maternity ward.,Nali iwodi lokuzalwa.
1261,1242,It is important to control your weight.,Kubalulekile ukulawula ubunzima bakho.
1262,1243,I like dogs although they bark.,Ndiyazithanda izinja nangona zikhonkhotha.
1263,1244,The matron cares for the patients.,Umeyitroni ukhathala izigulana.
1264,1246,I suffer from asthma.,Ndiphethwe ngombefu.
1265,1247,"I think I am sick, because I have a cough.","Ndicinga ukuba ndiyagula, kuba ndinokhohlokhohlo."
1266,1248,Smoking raises the risk of cancer.,Ukutshaya kunyusa amathuba omhlaza.
1267,1249,The drought was a disaster.,Imbalela ibiyintlekele.
1268,1250,"Please stay in bed, your temperature is very high.","Khawusale ebhedini, ubushushu bakho buphezulu."
1269,1251,I went to school as usual.,Ndiye esikolweni njengesiqhelo.
1270,1253,It is necessary to wash your hands to kill viruses.,Kufuneka uhlambe izandla zakho ukulwa iivirasi.
1271,1263,Wear a mask if you have a cold.,Nxiba imaski xa unomkhulane.
1272,1264,Smoking is bad for your lungs.,Ukutshaya akalunganga kwimiphunga.
1273,1267,This bird has beautiful wings.,Le ntaka inamaphiko amahle.
1274,1268,I had shortness of breath after running.,Bendinephika emva kokubaleka.
1275,1271,The nurse spoke to the patient.,Umongikazi uthethe nesigulana.
1276,1272,The nurses are drinking tea in the break room.,Oomongikazi baphunga iti kwigumbi lokuphumla.
1277,1274,The herbalist prepared a mixture.,Inyanga ilungiselele umxube.
1278,1276,The sunlight is gold in the summer.,Ukukhanya kwelanga kugolide ehlotyheni.
1279,1277,The social worker helped the children.,Unontlalontle uncede abantwana.
1280,1282,An old man is standing protecting the entrance to the homestead.,Ixhego limile likhusela isango lomzi.
1281,1286,Do you have HIV?,Ingaba unesifo uGawulayo?
1282,1287,I have a part-time job at a restaurant.,Ndinesingxungxo kwindawo yokutyela.
1283,1288,I have two part-time jobs.,Ndinezingxungxo ezimbini.
1284,1289,I have pains in my spine.,Ndineentlungu emqolweni.
1285,1291,Don't fall down the steps!,Sukuwa ezitephini!
1286,1293,A high temperature is a symptom of a cold.,Ubushushu obuphezu luphawu lwengqele.
1287,1296,They did an operation on my spine.,Benze uqhaqho komqolo wam.
1288,1298,Please put ice in my drink.,Khawufake umkhenkce kwisiselo sam.
1289,1299,There are different kinds of ice.,Kukho imikhenkce ngemikhenkce.
1290,1300,There's a chart describing various diseases on the wall.,Kukho itshati echaza izifo ngezifo eludongeni.
1291,1302,I don't like needles at all!,Andithandi iinaliti tu!
1292,1303,The needle is thin.,Inaliti ixineneyo.
1293,1304,I need to buy medicine at the shop.,Kufuneka ndithenge iyeza evenkileni.
1294,1308,This wall is made of clay.,Olu donga lwenziwe ngodongwe.
1295,1311,I can't use the remote - it's broken.,Andikwazi ukusebenzisa iremote - yaphukile.
1296,1312,I dropped the plate and broke it.,Ndawisa isitya ndayaphula.
1297,1315,A mouse has a small brain.,Impuku inobucopho obuncinci.
1298,1316,The quality of their work is high.,Umgangatho womsebenzi wabo uphezulu.
1299,1317,We must determine the cause of the drought.,Kufuneka siqinisekise unobangela wale mbalela.
1300,1318,I carried my suitcase from East London to King William's Town.,Ndandithwele isuthikeyisi yam ukususela eMonti ukuya eQonce.
1301,1318,I am carrying 10 bricks.,Ndithwele izitena ezilishumi.
1302,1319,Write your name on the board.,Bhala igama lakho ebhodini.
1303,1321,Our soccer team won many games.,Iqela lethu lebhola laphumelela kwimidlalo emininzi.
1304,1322,Go out - all of you!,Phumani nonke!
1305,1323,There are 3 questions in Section A of the exam.,Kukho imibuzo emithathu kwiCandelo A lovavanyo.
1306,1325,Don't stand on the table.,Sukuma etafileni.
1307,1327,"Through the process of photosynthesis, a plant produces oxygen.","Ngenkqubo ye-photosynthesis, isityalo senza i-oxygen."
1308,1329,The new movie is available in cinemas.,Ifilim entsha iyafumaneka kwii-cinemas.
1309,1330,He was a good teacher because he encouraged his students.,Wayengutitshala olungileyo ngoba wakhuthaza abafundi bakhe.
1310,1332,The political party I like lost the election.,Iqela lezopolitiko endilithandayo libethwe konyulo.
1311,1333,This is the place I want to grow old in.,Le yindawo endifuna ukuguga kuyo.
1312,1334,The human mind is very complex.,Ingqondo womntu intsonkothile kakhulu.
1313,1336,We are testing a new treatment for cancer.,Sixilonga unyango olutsha lomhlaza.
1314,1337,The cause of her death is unknown.,Unobangela wokusweleka kwakhe akaziwa.
1315,1339,I heard her voice across the road.,Ndive ilizwi lakhe ngaphesheya kwendlela.
1316,1341,I informed them that I was sick.,Ndibazise ukuba ndagula.
1317,1342,I like him because of his personality.,Ndiyamthanda ngenxa yesimilo sakhe.
1318,1344,We're having a party to celebrate my birthday on Friday.,Sizoba nepati yokubhiyoza umhla wam wokuzalwa ngoLwesihlanu.
1319,1346,I can't wait for the party on Saturday!,Ndingxamele itheko ngoMgqibelo!
1320,78,We don't know how to write examples.,Asazi ukubhala imizekelo.
1321,1348,She liked to argue with her friends about the names of birds.,Wathanda ukuxabana nabahlobo bakhe ngamagama eentaka.
1322,1350,Wait outside - I will be with you shortly.,Linda phandle - ndizoba nawe kamsinyane.
1323,1365,I extended my hand.,Ndolule isandla sam.
1324,1366,The bell is ringing.,Intsimbi iyakhala.
1325,1367,The school has three bells.,Isikolo ineentsimbi ezintathu.
1326,1368,The bell is ringing.,Intsimbi iyakhala.
1327,1368,Your phone is ringing.,Ifoni yakho iyakhala.
1328,1369,Ring the bell.,Khalisa intsimbi.
1329,1370,The tip of the spear is made of iron.,Incam yomkhonto yenziwe ngentsimbi.
1330,1371,Owls sleep during the day.,Izikhova zilala emini.
1331,1373,Make this verb an infinitive.,Yenza esi senzi sibe sisikhankanyi.
1332,1376,Elephants are very intelligent.,Iindlovu zikrelekrele kakhulu.
1333,1377,This tortoise is a hundred and two years old.,Olu fudo luneminyaka elikhulu elinesibini.
1334,1380,Mice like to steal food from the kitchen.,Iimpuku zithanda ukuba ukutya kwigumbi lokuphekela.
1335,1381,We need to find the cause of this disaster.,Kufuneka sifumane imbange yale ntlekele.
1336,1383,Let me bandage your wound.,Mandibophe inxeba yakho.
1337,1385,Measure your waist so that I can make your pants.,Meta isinqe sakho ukuze ndingenze ibhulukhwe yakho.
1338,1388,The ribs are bones which protect the heart.,Iimbambo ngamathambo akhusela intliziyo.
1339,1390,My muscles were sore after my run.,Izihlunu zam bezibuhlungu emva kokubaleka kwam.
1340,1391,"Unfortunately, he became ill and passed away.","Ngelishwa, wagula wasweleka."
1341,1392,I intend to study at UCT.,Ndizimisele ukufunda eUCT.
1342,1393,The man wandered through the town.,Indoda izule edolophini.
1343,1394,"Yhu, I drank heavily yesterday.","Yhu, ndishushe izolo."
1344,1395,The patient's thumb is throbbing.,Ubhontsi wesigulana uyaqaqamba.
1345,1396,My back is aching.,Umhlana wam uyaqaqamba.
1346,1397,You may kiss the bride.,Ungaphuza umtshakazi.
1347,1398,The shop owner stamped my card.,Unovenkile ungqishe ikhadi lam.
1348,1399,This dog bit me!,Le nja indilumile!
1349,1400,It is important that we protect rhinos.,Kubalulekile sikhusele imikhumbe.
1350,1401,Take off your shirt please.,Khawukhulule ihempe yakho.
1351,1402,Don't scratch your wound!,Sukukrwempa inxeba yakho!
1352,1403,The perpetrator stabbed the victim.,Isikrelemnqa sihlabe ixhoba.
1353,1404,I am planning my holiday.,Ndicwangcisa iholideyi yam.
1354,1405,I greeted the principal.,Ndibulise inqununu.
1355,1406,Water is scarce in South Africa.,Amanzi anqabile eMzantsi Afrika.
1356,1406,You've been scarce lately.,Unqabile mva nje.
1357,1407,I request water.,Ndicela amanzi.
1358,1408,"Don't be lazy, work hard!","Sukonqena, sebenza nzima!"
1359,1409,The traveler stood in the doorway.,Umhambi wema emnyango
1360,1410,Stop at the intersection and turn right.,Yima esiphambukeni ujike ekunene.
1361,1412,We will return soon.,Sizobuya kamsinyane.
1362,1415,Pass the first street.,Dlula isitalato sokuqala.
1363,1416,I cut the meat and the vegetables with a knife.,Ndisika inyama nemifuno ngemela.
1364,1417,I write on paper with a pencil.,Ndibhala ngepensile ephepheni.
1365,1418,A penguin is a bird that can't fly and is found in Antarctica.,Unombombiya yintaka engakwazi ukubhabha kwaye ufunyanwa eAntarctica.
1366,1419,The rabbit is small and likes to eat carrots.,Umvundla mncinci kwaye    uthanda ukutya iminqathe.
1367,1421,The gutter is blocked.,Igathara ivaliwe.
1368,841,Where do you come from?,Usuka phi?
1369,1440,The woman earns a lot of money every month.,Umfazi urhola imali eninzi inyanga nganye.
1370,1441,The giraffe is a very tall animal and it has a long neck.,Indlulamthi sisilwanyana eside kakhulu kwaye intamo yayo inde.
1371,1442,Use a condom.,Nxiba idyasi.
1372,1443,I found a flower.,Ndifumene intyatyambo.
1373,1443,You are my flower.,Uyintyatyambo yam.
1374,1445,I like my blue jacket.,Ndithanda idyasi yam eblowu.
1375,1447,Respect your elders.,Hlonipha abantu abadala.
1376,1448,My friend Nathan has many rabbits.,Umhlobo wam Nathan unemivundla emininzi.
1377,1449,Penguins often live in groups.,Oonombombiya bathanda ukuhlala emaqeleni.
1378,1450,A hippo is an animal that lives in rivers and on land and it has a big mouth which has two long teeth in front.,Imvubu sisilwanyana esikwazi ukuphila emilanjeni nasemhlabeni kwaye inomlomo omkhulu namazinyo amade ngaphambili.
1379,1451,I have different colour pens.,Ndineepeni ezinemibala ngemibala.
